"","industry","start","end","educ_delta","earnings","emp"
"1",212,0.156297646556573,0.149911140730867,-0.0063865058257053,16450.6588035071,145306.5
"2",213,0.199857450897247,0.162694589835001,-0.037162861062246,18428.1243415077,110358
"3",211,0.347486592642949,0.295895406132081,-0.0515911865108679,31389.52323323,102622.75
"4",491,0.20337552742616,0.15142394072702,-0.0519515866991402,12767.6191113231,1196
"5",492,0.199736175359187,0.177621470522068,-0.0221147048371184,13193.7177387084,369254.25
"6",493,0.167596596209576,0.167168873596775,-0.00042772261280169,11395.993525736,279967.5
"7",541,0.54983759578978,0.443281271620313,-0.106556324169467,21114.4234941934,4392368.5
"8",334,0.340579660937662,0.36644763040416,0.0258679694664984,24860.4101877679,1316885.25
"9",811,0.186878988828571,0.192081787338328,0.00520279850975661,11084.9947573382,723238.75
"10",812,0.174510970501451,0.202281586404009,0.0277706159025582,7458.81310622673,723666
"11",813,0.274967528960148,0.300068201077402,0.025100672117254,9020.67955945566,770117.75
"12",814,0.159925500334509,0.186510211013459,0.0265847106789502,4426.25120188829,284546
"13",452,0.134627737049167,0.149846598963087,0.01521886191392,7128.42777720577,1463245.75
"14",336,0.225114037586065,0.226954383680068,0.00184034609400321,16596.5423941606,1330833.75
"15",331,0.176688912509366,0.176617984566679,-7.09279426871767e-05,15848.6601893059,440301.75
"16",713,0.21113325552687,0.2290245304495,0.0178912749226294,7785.10630307845,676313.75
"17",712,0.288915247862753,0.284680462625749,-0.00423478523700399,9282.75135712652,65760.5
"18",711,0.318776422359188,0.301561021759697,-0.0172154005994903,16558.6562338498,202352
"19",928,NA,0,NA,NA,0
"20",533,0.418984568489236,0.378473600635173,-0.0405109678540633,24333.5843974596,20063
"21",532,0.23801532148783,0.212981380431129,-0.0250339410567011,12136.6476244738,363211.5
"22",531,0.254673115202787,0.258222926540236,0.0035498113374488,12282.5954628757,867001.75
"23",921,0.186622141782865,NA,NA,8687.4119781956,37482.25
"24",922,0.333333333333333,NA,NA,4701.64775758068,76
"25",923,0.507692307692308,NA,NA,NA,19.75
"26",924,NA,NA,NA,NA,0.25
"27",925,NA,0,NA,NA,0
"28",926,NA,NA,NA,NA,0
"29",927,0,0,0,0,0
"30",313,0.122794759192953,0.151606405273974,0.0288116460810206,10607.8167749759,274558.75
"31",312,0.217699733265591,0.198751263813257,-0.0189484694523341,16934.6940742428,155357.5
"32",311,0.154078499074246,0.159821236388757,0.00574273731451114,11973.8370125822,1054667
"33",316,0.120983025288855,0.153934065934066,0.0329510406452106,9749.65743509233,47173.5
"34",315,0.136396371730927,0.191044958961166,0.054648587230239,8303.75938882195,312913.75
"35",314,0.12430864029498,0.157510132230728,0.0332014919357482,9517.30184866616,157414.75
"36",115,0.121171328246008,0.155938193432417,0.0347668651864093,7425.813270372,126153
"37",114,0.190902942171119,0.181776661338205,-0.00912628083291431,11954.0436883267,5972.5
"38",111,0.116145023709064,0.151619685191845,0.0354746614827806,7564.8560934997,298243
"39",113,0.102873351666198,0.119113201209271,0.0162398495430736,10703.0722598291,47022
"40",112,0.118071013969273,0.153438239799471,0.0353672258301982,8539.24324081714,117366.75
"41",524,0.489507134004894,0.423408230651526,-0.0660989033533676,17208.6630231598,1521717.75
"42",525,0.524084891537265,0.276126150082434,-0.247958741454831,20955.3593246813,63693.5
"43",521,0.504146510020733,0.53199177621332,0.0278452661925875,17339.3849770419,14174.75
"44",522,0.441664759413023,0.385010294506252,-0.0566544649067706,15938.0446222754,1677716.25
"45",523,0.652384163208852,0.560709176992042,-0.09167498621681,45518.3191951944,544471.25
"46",423,0.301663365132322,0.273428101793538,-0.0282352633387841,18148.4277603304,2246776.75
"47",425,0.358106913145868,0.359870193009548,0.00176327986368036,20257.7670657628,423146.5
"48",424,0.273591786296287,0.24802571194024,-0.0255660743560469,15670.7641898523,1381364.5
"49",448,0.203402489774841,0.207108115694392,0.00370562591955081,9034.79796343987,548329.5
"50",443,0.280639827483909,0.247281194449514,-0.0333586330343957,15798.9088512113,327991.5
"51",442,0.191938847686904,0.207174466984155,0.0152356192972506,10934.7453687971,322303.25
"52",441,0.177604322145474,0.184604526319166,0.00700020417369265,13915.0084399801,1131552
"53",447,0.1339497256401,0.167592271202129,0.0336425455620292,7084.97775838008,447958
"54",446,0.233194285203165,0.224692178360365,-0.00850210684279951,11113.8343535202,480126.75
"55",445,0.142508578959043,0.166873881069466,0.0243653021104232,8506.68563503354,1451943.75
"56",444,0.159590039925502,0.171793919445352,0.0122038795198501,10438.1557793014,703911.75
"57",519,0.538637780548628,0.486496704881893,-0.052141075666735,23327.6061867196,59885.25
"58",518,0.511410403490291,0.44138111162016,-0.0700292918701312,20110.3075765365,229584.5
"59",511,0.505104798789777,0.475407526265014,-0.029697272524763,22530.2714520658,727457.5
"60",512,0.497578368876263,0.436750436028217,-0.0608279328480461,16522.330854099,213012.5
"61",515,0.491432167357365,0.418780122004651,-0.072652045352714,18865.6533068154,231357
"62",517,0.506665311825225,0.405737215202537,-0.100928096622689,21676.0494671068,962151
"63",623,0.229650486957626,0.212716570265389,-0.0169339166922374,7758.5085613582,1572973.25
"64",622,0.373821316765804,0.32851619849392,-0.0453051182718844,12324.9642961726,2765659.75
"65",621,0.340024711371052,0.305166572652236,-0.0348581387188164,15560.3683692786,2902824.75
"66",339,0.202630619695677,0.23286955744155,0.0302389377458733,13531.1481292368,506114.25
"67",624,0.232679667058684,0.213970137236389,-0.0187095298222952,6808.896103695,1044990.5
"68",335,0.182234052764531,0.213430839151234,0.0311967863867027,14814.2630668784,414221
"69",451,0.195502707711098,0.207662448525977,0.0121597408148793,7557.45243548153,280537.75
"70",337,0.129677331579783,0.158258501637112,0.0285811700573294,10644.7386148261,440879
"71",453,0.175841632328117,0.198617650655823,0.0227760183277061,8379.10050785375,531156.75
"72",454,0.204276035258095,0.244442352181632,0.0401663169235376,12252.0460798367,308601.5
"73",333,0.206407675822924,0.206851007844712,0.000443332021788145,16147.785633714,1043440.75
"74",332,0.163207900076598,0.174536051731815,0.0113281516552173,13509.3829314437,1205940
"75",561,0.218479856422565,0.217453630814764,-0.00102622560780097,9691.02868746199,3580698.25
"76",562,0.222557988333654,0.19523915532375,-0.0273188330099037,14711.2104131462,215879.25
"77",221,0.528142830394051,0.420843559548282,-0.10729927084577,22004.869974578,467049.5
"78",722,0.142317034745126,0.163196314921329,0.0208792801762037,5907.27509484808,3035685.75
"79",721,0.156126699064783,0.173941221835614,0.0178145227708305,8099.60441250333,1087044
"80",551,0.406357066469809,0.361653006135996,-0.0447040603338126,20210.4555941342,1327644
"81",238,0.15999569592626,0.171924244635099,0.0119285487088392,13693.4153617596,2397738.25
"82",236,0.194060685525544,0.207088606107836,0.0130279205822919,15097.7013264469,946989.5
"83",237,0.176254351455401,0.1774351723723,0.00118082091689956,15386.1651009312,561176.75
"84",322,0.189810670188532,0.186421820827933,-0.00338884936059872,15860.2667482398,439478.75
"85",323,0.190646591112895,0.207187332106549,0.0165407409936535,13456.7998867907,568911.75
"86",321,0.129797836953012,0.142621718896257,0.012823881943245,11329.5106747226,390172
"87",326,0.157845863946441,0.168302390068127,0.0104565261216858,12814.8518579489,642570
"88",327,0.157733935951949,0.166635057752545,0.00890112180059593,13875.3352874497,390884
"89",324,0.310219498967679,0.27207462394999,-0.0381448750176891,22666.0297690271,99889.75
"90",325,0.308168764129522,0.292005047672462,-0.0161637164570596,21274.4562082238,781552.5
"91",611,0.482593756045434,0.407402100104971,-0.0751916559404628,11862.3005111397,1143228
"92",488,0.213653647961903,0.20446653503098,-0.00918711293092364,13708.5938054237,358554
"93",487,0.210485367167395,0.221847300564061,0.0113619333966664,9057.79256988756,16676.75
"94",486,0.36448068863971,0.290853433990057,-0.073627254649653,35019.3846762814,34546.25
"95",485,0.126160513136937,0.159631918534372,0.0334714053974353,6917.37785502137,262423
"96",484,0.1457785231382,0.149189212191383,0.00341068905318304,12545.3353103127,934785.25
"97",483,0.275625973255555,0.247949865711728,-0.0276761075438274,18038.5994396969,39723.25
"98",482,0.293650793650794,0.188995215311005,-0.104655578339789,16454.2902993027,132.25
"99",481,0.273104028311335,0.262271373013967,-0.0108326552973685,17491.3661595115,487486.75
